timestamp,vin,vehicle_speed_kmh,engine_rpm,gear_position,throttle_position_pct,engine_load_pct,engine_coolant_temp_c,intake_air_temp_c,mass_air_flow_gs,odometer_km,accel_x_g,accel_y_g,accel_z_g,yaw_rate_rads,steering_angle_deg,brake_pressure_bar,hv_battery_soc_pct,hv_battery_current_a,hv_battery_voltage_v,hv_battery_cell_max_v,hv_battery_cell_min_v,motor_temp_c,inverter_temp_c,regenerative_braking_active,radar_obj_count,lidar_point_cloud_hash,camera_lane_confidence,ultrasonic_dist_front_m,blind_spot_warning_left,autopilot_engaged,ambient_temp_c,rain_sensor_val,tire_pressure_fl_psi,tire_pressure_fr_psi,latitude,longitude,dtc_code,malfunction_indicator_lamp
2025-12-09 14:15:08.064098,1HGCM82633A511409,0.0,789,0,11.3,15.3,27.0,27.7,11.84,45000.0,0.033,-0.052,0.947,-0.0022,1.8,0,94.98,5.0,399.2,4.2,4.1,21.6,18.9,0,0,88254187,0.0,14.29,1,0,22.5,0,33.3,33.3,37.7749,-122.4194,None,0
2025-12-09 14:15:08.164098,1HGCM82633A511409,0.0,806,0,11.5,10.9,27.1,27.7,12.09,45000.0,0.008,0.045,1.015,0.0091,-0.5,0,94.98,5.0,399.2,4.2,4.1,21.7,19.0,0,0,418e0131,0.0,4.12,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.264098,1HGCM82633A511409,0.0,780,0,11.1,18.3,27.2,27.7,11.7,45000.0,-0.015,-0.004,0.952,0.0012,2.8,0,94.98,5.0,399.2,4.2,4.1,21.7,19.0,0,0,f98a3ee7,0.0,44.21,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.364098,1HGCM82633A511409,0.0,783,0,11.2,11.3,27.2,27.7,11.75,45000.0,0.024,0.059,1.04,0.0027,-1.6,0,94.97,5.0,399.2,4.2,4.1,21.8,19.1,0,0,8e5c8ee8,0.0,32.93,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.464098,1HGCM82633A511409,0.0,813,0,11.6,15.7,27.3,27.7,12.2,45000.0,0.004,0.038,1.076,-0.0085,1.7,0,94.97,5.0,399.2,4.2,4.1,21.9,19.1,0,0,4223c95b,0.0,10.64,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.564098,1HGCM82633A511409,0.0,793,0,11.3,18.3,27.4,27.7,11.9,45000.0,0.019,-0.004,0.89,-0.0022,-0.6,0,94.97,5.0,399.2,4.2,4.1,21.9,19.2,0,0,58f8174f,0.0,27.69,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.664098,1HGCM82633A511409,0.0,800,0,11.4,13.3,27.5,27.8,12.0,45000.0,0.002,0.111,0.953,-0.0038,-0.6,0,94.97,5.0,399.2,4.2,4.1,22.0,19.3,0,0,0570fab3,0.0,25.26,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.764098,1HGCM82633A511409,0.0,781,0,11.2,9.2,27.6,27.8,11.73,45000.0,0.009,0.001,1.112,0.004,-2.5,0,94.97,5.0,399.2,4.2,4.1,22.1,19.3,0,0,6e41e695,0.0,19.6,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.864098,1HGCM82633A511409,0.0,800,0,11.4,17.1,27.7,27.8,12.01,45000.0,0.005,-0.038,1.017,0.007,4.2,0,94.97,5.0,399.2,4.2,4.1,22.2,19.4,0,0,38660a9c,0.0,13.67,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:08.964098,1HGCM82633A511409,0.0,812,0,11.6,16.3,27.8,27.8,12.19,45000.0,0.032,-0.007,1.059,-0.0248,2.5,0,94.97,5.0,399.2,4.2,4.1,22.2,19.5,0,0,e50aabee,0.0,18.12,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.064098,1HGCM82633A511409,0.0,812,0,11.6,11.6,27.9,27.8,12.19,45000.0,-0.002,-0.056,0.933,-0.0049,-3.1,0,94.97,5.0,399.2,4.2,4.1,22.3,19.5,0,0,6c5f5c46,0.0,33.15,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.164098,1HGCM82633A511409,0.0,793,0,11.3,12.1,28.0,27.8,11.91,45000.0,-0.003,-0.004,0.91,0.007,-2.4,0,94.97,5.0,399.2,4.2,4.1,22.4,19.6,0,0,8f9118e8,0.0,12.03,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.264098,1HGCM82633A511409,0.0,804,0,11.5,11.7,28.1,27.8,12.07,45000.0,0.047,0.065,0.944,0.008,-1.3,0,94.97,5.0,399.2,4.2,4.1,22.4,19.6,0,0,5fe24240,0.0,22.23,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.364098,1HGCM82633A511409,0.0,806,0,11.5,11.4,28.2,27.8,12.1,45000.0,-0.011,-0.01,1.018,0.0231,1.1,0,94.96,5.0,399.2,4.2,4.1,22.5,19.7,0,0,29e77911,0.0,34.17,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.464098,1HGCM82633A511409,0.0,798,0,11.4,12.0,28.2,27.8,11.97,45000.0,-0.02,-0.027,1.05,0.0095,-1.0,0,94.96,5.0,399.2,4.2,4.1,22.6,19.8,0,0,be87a0e9,0.0,14.52,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.564098,1HGCM82633A511409,0.0,792,0,11.3,9.9,28.3,27.8,11.88,45000.0,0.009,0.005,1.023,0.0007,0.3,0,94.96,5.0,399.2,4.2,4.1,22.7,19.8,0,0,2e6451af,0.0,8.51,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.664098,1HGCM82633A511409,0.0,803,0,11.5,17.0,28.4,27.8,12.05,45000.0,0.027,-0.052,1.057,0.0025,-1.6,0,94.96,5.0,399.2,4.2,4.1,22.7,19.9,0,0,c5f33021,0.0,30.01,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.764098,1HGCM82633A511409,0.0,795,0,11.4,9.1,28.5,27.9,11.94,45000.0,-0.012,-0.05,1.04,-0.0101,4.6,0,94.96,5.0,399.2,4.2,4.1,22.8,20.0,0,0,17587f3f,0.0,17.67,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.864098,1HGCM82633A511409,0.0,815,0,11.7,18.6,28.6,27.9,12.24,45000.0,0.039,0.002,0.937,0.013,-1.3,0,94.96,5.0,399.2,4.2,4.1,22.9,20.0,0,0,f6b991a2,0.0,46.25,1,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:09.964098,1HGCM82633A511409,0.0,815,0,11.6,18.9,28.7,27.9,12.23,45000.0,-0.025,-0.017,0.953,0.002,1.4,0,94.96,5.0,399.2,4.2,4.1,23.0,20.1,0,0,4f6d38ae,0.0,4.8,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:10.064098,1HGCM82633A511409,0.0,813,0,11.6,12.0,28.8,27.9,12.2,45000.0,0.001,0.047,1.03,0.0134,-1.6,0,94.96,5.0,399.2,4.2,4.1,23.0,20.1,0,0,8bf62715,0.0,46.43,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:10.164098,1HGCM82633A511409,0.0,816,0,11.7,19.1,28.9,27.9,12.25,45000.0,0.005,0.036,1.035,-0.0049,-1.6,0,94.96,5.0,399.2,4.2,4.1,23.1,20.2,0,0,3099c3bf,0.0,38.74,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:10.264098,1HGCM82633A511409,0.0,791,0,11.3,11.5,29.0,27.9,11.87,45000.0,0.007,0.024,0.961,0.0045,2.4,0,94.96,5.0,399.2,4.2,4.1,23.2,20.3,0,0,a6999889,0.0,5.91,0,0,22.5,0,33.4,33.4,37.7749,-122.4194,None,0
2025-12-09 14:15:10.364098,1HGCM82633A511409,0.0,781,0,11.2,18.7,29.1,27.9,11.72,45000.0,-0.005,0.106,1.053,0.0069,-3.0,0,94.95,5.0,399.2,4.2,4.1,23.2,20.3,0,0,b48d59c1,0.0,12.61,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.464098,1HGCM82633A511409,0.0,785,0,11.2,17.9,29.1,27.9,11.78,45000.0,0.033,0.033,0.945,-0.0024,3.1,0,94.95,5.0,399.2,4.2,4.1,23.3,20.4,0,0,a4dd6c39,0.0,40.04,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.564098,1HGCM82633A511409,0.0,792,0,11.3,14.0,29.2,27.9,11.89,45000.0,0.015,-0.069,0.924,0.0081,-0.7,0,94.95,5.0,399.2,4.2,4.1,23.4,20.5,0,0,1c6053bf,0.0,38.97,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.664098,1HGCM82633A511409,0.0,785,0,11.2,15.6,29.3,27.9,11.78,45000.0,-0.032,-0.022,0.962,0.0104,-2.1,0,94.95,5.0,399.2,4.2,4.1,23.5,20.5,0,0,1c3705a2,0.0,17.43,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.764098,1HGCM82633A511409,0.0,796,0,11.4,17.7,29.4,27.9,11.94,45000.0,0.028,0.022,1.031,0.0106,-1.5,0,94.95,5.0,399.2,4.2,4.1,23.5,20.6,0,0,ee04d235,0.0,13.13,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.864098,1HGCM82633A511409,0.0,812,0,11.6,14.8,29.5,28.0,12.19,45000.0,0.026,0.075,1.015,-0.0034,1.7,0,94.95,5.0,399.2,4.2,4.1,23.6,20.7,0,0,d722e847,0.0,19.78,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:10.964098,1HGCM82633A511409,0.0,806,0,11.5,15.5,29.6,28.0,12.1,45000.0,0.003,-0.029,0.91,0.0059,-2.7,0,94.95,5.0,399.2,4.2,4.1,23.7,20.7,0,0,b2979dad,0.0,40.12,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.064098,1HGCM82633A511409,0.0,799,0,11.4,13.4,29.7,28.0,11.99,45000.0,-0.022,0.016,1.008,0.0038,-4.6,0,94.95,5.0,399.2,4.2,4.1,23.7,20.8,0,0,f60e2fa6,0.0,4.86,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.164098,1HGCM82633A511409,0.0,808,0,11.6,11.4,29.8,28.0,12.13,45000.0,0.0,0.014,1.054,-0.0155,0.2,0,94.95,5.0,399.2,4.2,4.1,23.8,20.8,0,0,83f16c00,0.0,27.82,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.264098,1HGCM82633A511409,0.0,785,0,11.2,12.5,29.9,28.0,11.79,45000.0,-0.014,-0.021,0.947,0.005,-1.8,0,94.95,5.0,399.2,4.2,4.1,23.9,20.9,0,0,04b0bfc2,0.0,30.89,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.364098,1HGCM82633A511409,0.0,807,0,11.5,18.0,30.0,28.0,12.11,45000.0,-0.005,-0.053,1.013,0.0061,5.8,0,94.94,5.0,399.2,4.2,4.1,24.0,21.0,0,0,d94ee74b,0.0,12.55,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.464098,1HGCM82633A511409,0.0,796,0,11.4,16.2,30.0,28.0,11.94,45000.0,-0.003,0.054,1.041,-0.011,-2.4,0,94.94,5.0,399.2,4.2,4.1,24.0,21.0,0,0,b5031bc0,0.0,47.32,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.564098,1HGCM82633A511409,0.0,813,0,11.6,10.4,30.1,28.0,12.2,45000.0,-0.023,0.05,0.967,0.0066,2.4,0,94.94,5.0,399.2,4.2,4.1,24.1,21.1,0,0,76e6d708,0.0,43.42,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.664098,1HGCM82633A511409,0.0,790,0,11.3,16.3,30.2,28.0,11.86,45000.0,-0.029,0.007,1.032,-0.0008,2.4,0,94.94,5.0,399.2,4.2,4.1,24.2,21.2,0,0,226e6f00,0.0,17.23,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.764098,1HGCM82633A511409,0.0,810,0,11.6,10.8,30.3,28.0,12.16,45000.0,-0.022,0.063,1.03,0.0121,0.5,0,94.94,5.0,399.2,4.2,4.1,24.3,21.2,0,0,a76424c4,0.0,49.64,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.864098,1HGCM82633A511409,0.0,809,0,11.6,9.3,30.4,28.0,12.15,45000.0,-0.015,0.034,1.006,0.009,-0.3,0,94.94,5.0,399.2,4.2,4.1,24.3,21.3,0,0,39f36435,0.0,28.42,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:11.964098,1HGCM82633A511409,0.0,811,0,11.6,14.8,30.5,28.0,12.18,45000.0,-0.015,-0.0,0.929,0.0003,-1.6,0,94.94,5.0,399.2,4.2,4.1,24.4,21.3,0,0,279e30b6,0.0,47.78,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.064098,1HGCM82633A511409,0.0,796,0,11.4,12.7,30.6,28.1,11.95,45000.0,0.033,0.089,1.083,-0.0122,-6.2,0,94.94,5.0,399.2,4.2,4.1,24.5,21.4,0,0,4be5ab7e,0.0,4.24,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.164098,1HGCM82633A511409,0.0,810,0,11.6,14.8,30.7,28.1,12.16,45000.0,-0.005,-0.003,1.056,-0.0009,-0.6,0,94.94,5.0,399.2,4.2,4.1,24.5,21.5,0,0,cb516217,0.0,48.94,1,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.264098,1HGCM82633A511409,0.0,788,0,11.3,9.0,30.8,28.1,11.82,45000.0,0.03,-0.056,1.113,-0.001,0.2,0,94.94,5.0,399.2,4.2,4.1,24.6,21.5,0,0,68c7ca27,0.0,8.07,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.364098,1HGCM82633A511409,0.0,802,0,11.5,10.8,30.9,28.1,12.03,45000.0,0.008,0.074,0.967,-0.0011,2.2,0,94.93,5.0,399.2,4.2,4.1,24.7,21.6,0,0,abed35b2,0.0,34.96,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.464098,1HGCM82633A511409,0.0,797,0,11.4,11.0,30.9,28.1,11.97,45000.0,-0.002,0.045,0.979,-0.0104,-1.3,0,94.93,5.0,399.2,4.2,4.1,24.8,21.7,0,0,85fb36d4,0.0,48.17,0,0,22.5,0,33.5,33.5,37.7749,-122.4194,None,0
2025-12-09 14:15:12.564098,1HGCM82633A511409,0.0,802,0,11.5,14.2,31.0,28.1,12.04,45000.0,-0.02,-0.041,0.959,0.0074,0.2,0,94.93,5.0,399.2,4.2,4.1,24.8,21.7,0,0,43ce96c1,0.0,17.95,1,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:12.664098,1HGCM82633A511409,0.0,797,0,11.4,10.1,31.1,28.1,11.96,45000.0,0.011,0.058,1.028,0.0058,0.4,0,94.93,5.0,399.2,4.2,4.1,24.9,21.8,0,0,77040aa3,0.0,14.41,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:12.764098,1HGCM82633A511409,0.0,789,0,11.3,13.9,31.2,28.1,11.85,45000.0,-0.048,0.067,1.032,0.0093,1.4,0,94.93,5.0,399.2,4.2,4.1,25.0,21.8,0,0,a45592e8,0.0,23.23,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:12.864098,1HGCM82633A511409,0.0,786,0,11.2,14.5,31.3,28.1,11.8,45000.0,-0.021,0.116,0.917,-0.0086,0.4,0,94.93,5.0,399.2,4.2,4.1,25.0,21.9,0,0,b49c0ae1,0.0,28.81,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:12.964098,1HGCM82633A511409,0.0,801,0,11.5,15.4,31.4,28.1,12.02,45000.0,0.058,0.007,0.928,-0.0089,-0.3,0,94.93,5.0,399.2,4.2,4.1,25.1,22.0,0,0,1c5f0f1f,0.0,45.29,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.064098,1HGCM82633A511409,0.0,816,0,11.7,18.2,31.5,28.1,12.25,45000.0,-0.009,-0.045,0.986,0.0057,-1.7,0,94.93,5.0,399.2,4.2,4.1,25.2,22.0,0,0,1afb97b2,0.0,31.03,1,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.164098,1HGCM82633A511409,0.0,789,0,11.3,13.6,31.6,28.2,11.84,45000.0,0.048,0.027,1.009,-0.0064,-0.7,0,94.93,5.0,399.2,4.2,4.1,25.3,22.1,0,0,9dbe7666,0.0,47.42,1,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.264098,1HGCM82633A511409,0.0,796,0,11.4,14.6,31.7,28.2,11.94,45000.0,0.034,0.017,0.995,0.0004,1.6,0,94.93,5.0,399.2,4.2,4.1,25.3,22.2,0,0,d148c723,0.0,7.64,1,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.364098,1HGCM82633A511409,0.0,801,0,11.5,11.5,31.8,28.2,12.02,45000.0,-0.025,0.028,1.03,0.0003,-1.8,0,94.92,5.0,399.2,4.2,4.1,25.4,22.2,0,0,59ba4391,0.0,47.46,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.464098,1HGCM82633A511409,0.0,785,0,11.2,18.8,31.8,28.2,11.78,45000.0,0.001,-0.005,1.039,-0.0014,0.6,0,94.92,5.0,399.2,4.2,4.1,25.5,22.3,0,0,2ada7e9b,0.0,5.62,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.564098,1HGCM82633A511409,0.0,798,0,11.4,11.9,31.9,28.2,11.97,45000.0,0.03,-0.031,1.024,0.01,3.2,0,94.92,5.0,399.2,4.2,4.1,25.5,22.4,0,0,3a21598e,0.0,10.61,1,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.664098,1HGCM82633A511409,0.0,794,0,11.3,12.8,32.0,28.2,11.91,45000.0,-0.005,0.028,0.985,0.0183,-0.7,0,94.92,5.0,399.2,4.2,4.1,25.6,22.4,0,0,8ab8344c,0.0,28.25,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.764098,1HGCM82633A511409,0.0,811,0,11.6,14.0,32.1,28.2,12.18,45000.0,-0.016,0.027,1.079,-0.0064,2.6,0,94.92,5.0,399.2,4.2,4.1,25.7,22.5,0,0,70f6e449,0.0,22.85,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
2025-12-09 14:15:13.864098,1HGCM82633A511409,0.0,806,0,11.5,14.6,32.2,28.2,12.1,45000.0,-0.03,0.098,0.858,0.0005,2.2,0,94.92,5.0,399.2,4.2,4.1,25.8,22.5,0,0,3749b240,0.0,43.88,0,0,22.5,0,33.6,33.6,37.7749,-122.4194,None,0
